experiment_id,experiment_group,protocol_version,dataset,data_root,outer_target,method,trainer_method,backbone,seed,optimization_seed,source_split_seed,lambda_f,lambda_k,temperature,augmentation_M,selection_protocol,config_hash,dataset_fingerprint,status,result_path,checkpoint_path,gpu,exit_code,rerun_reason
cross-vlcs-erm-SUN09-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,erm,erm,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,35c009930e9d1f3d519bbbc2d78bfbd41c8a6b9cd96a993a30db5391208ace2e,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/SUN09/42/vlcs_SUN09_resnet50_erm_seed42.json,runs/revision/cross_dataset/vlcs/erm/SUN09/42/vlcs_SUN09_resnet50_erm_seed42.pt,1,0,
cross-vlcs-erm-SUN09-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,erm,erm,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,03aa94de25ad882800966893fc6c9fbd695999486e08184e070323479005fb35,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/SUN09/123/vlcs_SUN09_resnet50_erm_seed123.json,runs/revision/cross_dataset/vlcs/erm/SUN09/123/vlcs_SUN09_resnet50_erm_seed123.pt,1,0,
cross-vlcs-erm-SUN09-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,erm,erm,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,8ed6493f8d2f983dbd4f2b72134414a11ed3d961e15943538f26131150ae7854,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/SUN09/3407/vlcs_SUN09_resnet50_erm_seed3407.json,runs/revision/cross_dataset/vlcs/erm/SUN09/3407/vlcs_SUN09_resnet50_erm_seed3407.pt,1,0,
cross-vlcs-erm-SUN09-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f9f96d34391bc5db7bf7c540985172db8430d6a3cdee192faecc2dea92c6069f,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/SUN09/2026/vlcs_SUN09_resnet50_erm_seed2026.json,runs/revision/cross_dataset/vlcs/erm/SUN09/2026/vlcs_SUN09_resnet50_erm_seed2026.pt,1,0,
cross-vlcs-erm-SUN09-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,1287270158a682c23ac21c0c60a60f8a6b3d739068c60cfcbe1a72e91c74c96d,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/SUN09/2027/vlcs_SUN09_resnet50_erm_seed2027.json,runs/revision/cross_dataset/vlcs/erm/SUN09/2027/vlcs_SUN09_resnet50_erm_seed2027.pt,1,0,
cross-vlcs-erm-VOC2007-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,erm,erm,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f31b418db3556ff346a6ca71357884e42daec956744df439c9bb83335ed79496,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/VOC2007/42/vlcs_VOC2007_resnet50_erm_seed42.json,runs/revision/cross_dataset/vlcs/erm/VOC2007/42/vlcs_VOC2007_resnet50_erm_seed42.pt,1,0,
cross-vlcs-erm-VOC2007-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,erm,erm,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,30b936d35ac1de887f4dcd7ed60fcf0784f9ee4405b6a102802672e396c768ab,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/VOC2007/123/vlcs_VOC2007_resnet50_erm_seed123.json,runs/revision/cross_dataset/vlcs/erm/VOC2007/123/vlcs_VOC2007_resnet50_erm_seed123.pt,1,0,
cross-vlcs-erm-VOC2007-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,erm,erm,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,ae7c0eb8ba062cce212eb9918234d4d5016c5fd6552504640fbe0001c314820b,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/VOC2007/3407/vlcs_VOC2007_resnet50_erm_seed3407.json,runs/revision/cross_dataset/vlcs/erm/VOC2007/3407/vlcs_VOC2007_resnet50_erm_seed3407.pt,1,0,
cross-vlcs-erm-VOC2007-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,5e0d1c84d82217894158c6957f82b56b1b6b521e7667ef9b49c80a9da56a57bd,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/VOC2007/2026/vlcs_VOC2007_resnet50_erm_seed2026.json,runs/revision/cross_dataset/vlcs/erm/VOC2007/2026/vlcs_VOC2007_resnet50_erm_seed2026.pt,1,0,
cross-vlcs-erm-VOC2007-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,erm,erm,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,885851561b2255a115d65efb9575ab7c74b415570084f17c82a75678541f6a4b,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/erm/VOC2007/2027/vlcs_VOC2007_resnet50_erm_seed2027.json,runs/revision/cross_dataset/vlcs/erm/VOC2007/2027/vlcs_VOC2007_resnet50_erm_seed2027.pt,1,0,
cross-vlcs-strong_aug-Caltech101-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f9a6ffc37625cb2b9ddad655a2301e520b72b624e83f344edbac88261019bdd3,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/42/vlcs_Caltech101_resnet50_strong_aug_seed42.json,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/42/vlcs_Caltech101_resnet50_strong_aug_seed42.pt,1,0,
cross-vlcs-strong_aug-Caltech101-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,8faec5718c50d19ce9aaea828ec193fa7b9e2cee2fb49550cf468bc8ed98db7b,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/123/vlcs_Caltech101_resnet50_strong_aug_seed123.json,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/123/vlcs_Caltech101_resnet50_strong_aug_seed123.pt,1,0,
cross-vlcs-strong_aug-Caltech101-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,9b8bbd985ee59c9566bc172b1096f3de6a4562d0008de44b6c5f95465da2372b,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/3407/vlcs_Caltech101_resnet50_strong_aug_seed3407.json,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/3407/vlcs_Caltech101_resnet50_strong_aug_seed3407.pt,1,0,
cross-vlcs-strong_aug-Caltech101-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,e2bff30fcd41c6b33a9b67d523de9e276564262d3101e5dc1c4b980998dd489f,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/2026/vlcs_Caltech101_resnet50_strong_aug_seed2026.json,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/2026/vlcs_Caltech101_resnet50_strong_aug_seed2026.pt,1,0,
cross-vlcs-strong_aug-Caltech101-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,Caltech101,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b8400ff4a44e8c07e26fc885e81ea46df0ed58a5bf5e716666ffd10f25fdd8f9,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/2027/vlcs_Caltech101_resnet50_strong_aug_seed2027.json,runs/revision/cross_dataset/vlcs/strong_aug/Caltech101/2027/vlcs_Caltech101_resnet50_strong_aug_seed2027.pt,1,0,
cross-vlcs-strong_aug-LabelMe-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,d29e65350bc08ace0799f6dadfed6b86bdb42756fc1aee2eeb70d5f530778845,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/42/vlcs_LabelMe_resnet50_strong_aug_seed42.json,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/42/vlcs_LabelMe_resnet50_strong_aug_seed42.pt,1,0,
cross-vlcs-strong_aug-LabelMe-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,cc7ca23c4e403487b6df3b7696587c7171ff97d7cff4af5b7e46c84459ff7448,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/123/vlcs_LabelMe_resnet50_strong_aug_seed123.json,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/123/vlcs_LabelMe_resnet50_strong_aug_seed123.pt,1,0,
cross-vlcs-strong_aug-LabelMe-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,5777ee6f93a11525b9606f9736d345a08ed4d7f6c74433117fecfe32e24af37f,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/3407/vlcs_LabelMe_resnet50_strong_aug_seed3407.json,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/3407/vlcs_LabelMe_resnet50_strong_aug_seed3407.pt,1,0,
cross-vlcs-strong_aug-LabelMe-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,c4a5fe30a41b12b39e46b8b9445f76489d4686be90a4a7420cb01fb24a830d65,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/2026/vlcs_LabelMe_resnet50_strong_aug_seed2026.json,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/2026/vlcs_LabelMe_resnet50_strong_aug_seed2026.pt,1,0,
cross-vlcs-strong_aug-LabelMe-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,LabelMe,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f24740f867229d9be154abbb7d34da93cf4fcdaacd380d0093ec990754619f43,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/2027/vlcs_LabelMe_resnet50_strong_aug_seed2027.json,runs/revision/cross_dataset/vlcs/strong_aug/LabelMe/2027/vlcs_LabelMe_resnet50_strong_aug_seed2027.pt,1,0,
cross-vlcs-strong_aug-SUN09-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,1d06e0c0407fc1349431f460709ade1ec5c83132d3f154a72df646165edf735d,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/42/vlcs_SUN09_resnet50_strong_aug_seed42.json,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/42/vlcs_SUN09_resnet50_strong_aug_seed42.pt,1,0,
cross-vlcs-strong_aug-SUN09-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,dcea8bd76e882b9041bdaabb727713ee91104c4cf726135ae390fd0a2d8aa437,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/123/vlcs_SUN09_resnet50_strong_aug_seed123.json,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/123/vlcs_SUN09_resnet50_strong_aug_seed123.pt,1,0,scheduler_concurrency_increase_before_completion
cross-vlcs-strong_aug-SUN09-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,cd27534d8b4a5bf7b0eefd5d646ef0f731f74be3c74071f3b1540a2c1620d521,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/3407/vlcs_SUN09_resnet50_strong_aug_seed3407.json,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/3407/vlcs_SUN09_resnet50_strong_aug_seed3407.pt,1,0,
cross-vlcs-strong_aug-SUN09-seed2026,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2026,2026,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,0ebc16702a3fbacdb071c375c4534a50a3dcda154e315198b2ae270ca26e3135,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/2026/vlcs_SUN09_resnet50_strong_aug_seed2026.json,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/2026/vlcs_SUN09_resnet50_strong_aug_seed2026.pt,1,0,
cross-vlcs-strong_aug-SUN09-seed2027,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,SUN09,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,2027,2027,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,3e744f5020c0f594dc09687c27ac063199d8b64d93d2c8a180269ed39062031e,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/2027/vlcs_SUN09_resnet50_strong_aug_seed2027.json,runs/revision/cross_dataset/vlcs/strong_aug/SUN09/2027/vlcs_SUN09_resnet50_strong_aug_seed2027.pt,1,0,
cross-vlcs-strong_aug-VOC2007-seed42,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,42,42,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,26c9b00799b891d0c9bd0773108362ebf724445614e52998c538d8bc89e42066,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/42/vlcs_VOC2007_resnet50_strong_aug_seed42.json,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/42/vlcs_VOC2007_resnet50_strong_aug_seed42.pt,1,0,
cross-vlcs-strong_aug-VOC2007-seed123,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,123,123,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,84a48a989500e460c958b5e3b518c0089a7366a9f1535a87d1782269a3022309,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/123/vlcs_VOC2007_resnet50_strong_aug_seed123.json,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/123/vlcs_VOC2007_resnet50_strong_aug_seed123.pt,1,0,
cross-vlcs-strong_aug-VOC2007-seed3407,P0_cross_dataset_confirmation,shiftguard-cross-dataset-v1.1,vlcs,data/VLCS,VOC2007,strong_aug,strong_aug,torchvision:resnet50:IMAGENET1K_V2,3407,3407,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,3fc6dafeed09826f78b016135130b15f397276592c16330c75f4f91f05d03276,94bcf75dd22fb036d9ed5149215a69420654f1d7699f1686b5c987e7caa77dc2,complete,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/3407/vlcs_VOC2007_resnet50_strong_aug_seed3407.json,runs/revision/cross_dataset/vlcs/strong_aug/VOC2007/3407/vlcs_VOC2007_resnet50_strong_aug_seed3407.pt,1,0,
